partId,internalPartNumber,name,category,stockingUnit,status,source_provenance
TST-1163,NOT_EXPOSED_IN_SOURCE,Drive Belt,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1164,NOT_EXPOSED_IN_SOURCE,Control Board - Floor Model,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1165,NOT_EXPOSED_IN_SOURCE,Mix Pump Tube - Compact,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1166,NOT_EXPOSED_IN_SOURCE,Wiring Harness - 3 Ton,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1167,NOT_EXPOSED_IN_SOURCE,Sanitizer Solution 32oz - Floor Model,NOT_EXPOSED_IN_SOURCE,BOTTLE,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1168,NOT_EXPOSED_IN_SOURCE,Hex Coupler - HD,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1169,NOT_EXPOSED_IN_SOURCE,Mix Pump Tube - 3 Ton,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1170,NOT_EXPOSED_IN_SOURCE,Power Supply Board - Pro Series,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1171,NOT_EXPOSED_IN_SOURCE,Door Gasket - Countertop,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1172,NOT_EXPOSED_IN_SOURCE,Drive Motor 1/4 HP - Gen II,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1173,NOT_EXPOSED_IN_SOURCE,Mix Pump Tube - Single Flavor,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1174,NOT_EXPOSED_IN_SOURCE,Air Valve Assembly,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1176,NOT_EXPOSED_IN_SOURCE,Wiring Harness - Single Flavor,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1177,NOT_EXPOSED_IN_SOURCE,Sanitizer Solution 32oz - Single Flavor,NOT_EXPOSED_IN_SOURCE,BOTTLE,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1178,NOT_EXPOSED_IN_SOURCE,Drive Motor 1/2 HP - Pro Series,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1179,NOT_EXPOSED_IN_SOURCE,Compressor 1 HP - 3 Ton,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1180,NOT_EXPOSED_IN_SOURCE,Evaporator Barrel - Pro Series,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1181,NOT_EXPOSED_IN_SOURCE,Hex Coupler - 3 Ton,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1182,NOT_EXPOSED_IN_SOURCE,Drip Tray - Compact,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1183,NOT_EXPOSED_IN_SOURCE,Relay Switch - HD,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1184,NOT_EXPOSED_IN_SOURCE,Beater Assembly - 3 Ton,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1185,NOT_EXPOSED_IN_SOURCE,Mix Pump Assembly - Pro Series,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1186,NOT_EXPOSED_IN_SOURCE,Syrup Pump - HD,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1187,NOT_EXPOSED_IN_SOURCE,Power Supply Board - Gen II,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1188,NOT_EXPOSED_IN_SOURCE,Auger Shaft - 3 Ton,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1190,NOT_EXPOSED_IN_SOURCE,Syrup Pump,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1191,NOT_EXPOSED_IN_SOURCE,Lubricant Tube 4oz - Compact,NOT_EXPOSED_IN_SOURCE,TUBE,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1192,NOT_EXPOSED_IN_SOURCE,Blade Assembly Kit - Pro Series,NOT_EXPOSED_IN_SOURCE,KIT,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1194,NOT_EXPOSED_IN_SOURCE,Scraper Blade - Twin Twist,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1195,NOT_EXPOSED_IN_SOURCE,Auger Shaft - Compact,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1196,NOT_EXPOSED_IN_SOURCE,Mix Pump Tube - Countertop,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1197,NOT_EXPOSED_IN_SOURCE,O-Ring Kit - Twin Twist,NOT_EXPOSED_IN_SOURCE,KIT,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1198,NOT_EXPOSED_IN_SOURCE,Hopper Agitator - Countertop,NOT_EXPOSED_IN_SOURCE,EACH,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1199,NOT_EXPOSED_IN_SOURCE,Brush Kit — Small - HD,NOT_EXPOSED_IN_SOURCE,KIT,DRAFT,production-readback-postwrite-analyzer-20260724
TST-1200,NOT_EXPOSED_IN_SOURCE,Brush Kit — Large,NOT_EXPOSED_IN_SOURCE,KIT,DRAFT,production-readback-postwrite-analyzer-20260724
